frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
8033, 1, 334.667, 0.98, 1, 0.00, 0.00, 0.37, 0.00, 0.32, 0.14, 0.61, 0.00, 0.60, 0.28, 0.07, 0.16, 0.36, 0.30, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8034, 0, 334.708, 0.98, 1, 0.41, 0.44, 1.29, 0.00, 0.09, 0.07, 0.53, 0.00, 0.34, 0.92, 0.67, 0.75, 0.14, 0.53, 0.00, 1.16, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0
8034, 1, 334.708, 0.98, 1, 0.00, 0.00, 0.23, 0.00, 0.34, 0.48, 0.66, 0.00, 0.62, 0.27, 0.07, 0.24, 0.56, 0.20, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8035, 0, 334.750, 0.98, 1, 0.24, 0.29, 1.13, 0.00, 0.13, 0.13, 0.44, 0.00, 0.30, 0.85, 0.65, 0.71, 0.45, 0.30, 0.00, 1.08, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0
8035, 1, 334.750, 0.98, 1, 0.00, 0.00, 0.16, 0.00, 0.30, 0.21, 0.56, 0.00, 0.62, 0.30, 0.13, 0.25, 0.46, 0.25, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8036, 0, 334.792, 0.98, 1, 0.18, 0.31, 1.14, 0.00, 0.10, 0.10, 0.50, 0.00, 0.30, 0.86, 0.72, 0.68, 0.12, 0.36, 0.00, 1.21, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0
8036, 1, 334.792, 0.98, 1, 0.00, 0.00, 0.28, 0.00, 0.22, 0.42, 0.59, 0.00, 0.64, 0.56, 0.18, 0.24, 0.57, 0.22, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8037, 0, 334.833, 0.98, 1, 0.31, 0.34, 1.06, 0.00, 0.15, 0.29, 0.30, 0.00, 0.26, 0.72, 0.78, 0.68, 0.00, 0.34, 0.00, 0.89, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0
8037, 1, 334.833, 0.98, 1, 0.00, 0.00, 0.30, 0.00, 0.21, 0.24, 0.65, 0.00, 0.65, 0.47, 0.14, 0.26, 0.49, 0.13, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8038, 0, 334.875, 0.98, 1, 0.37, 0.41, 1.11, 0.02, 0.00, 0.19, 0.40, 0.00, 0.20, 0.55, 1.06, 0.68, 0.00, 0.34, 0.00, 1.56, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0
8038, 1, 334.875, 0.98, 1, 0.00, 0.00, 0.26, 0.00, 0.26, 0.20, 0.64, 0.00, 0.67, 0.48, 0.13, 0.15, 0.40, 0.11, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8039, 0, 334.917, 0.98, 1, 0.48, 0.51, 1.16, 0.01, 0.00, 0.44, 0.26, 0.00, 0.19, 0.28, 1.01, 0.39, 0.00, 0.30, 0.00, 1.30, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0
8039, 1, 334.917, 0.98, 1, 0.00, 0.00, 0.32, 0.00, 0.34, 0.20, 0.59, 0.00, 0.61, 0.43, 0.10, 0.06, 0.44, 0.21, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8040, 0, 334.958, 0.93, 1, 0.31, 0.39, 1.04, 0.00, 0.00, 0.08, 0.24, 0.00, 0.15, 0.16, 0.99, 0.59, 0.00, 0.27, 0.00, 0.91, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0
8040, 1, 334.958, 0.98, 1, 0.00, 0.00, 0.30, 0.00, 0.22, 0.18, 0.52, 0.00, 0.59, 0.51, 0.05, 0.16, 0.37, 0.24, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8041, 0, 335.000, 0.93, 1, 0.26, 0.49, 1.15, 0.00, 0.03, 0.42, 0.38, 0.00, 0.16, 0.07, 1.06, 0.58, 0.00, 0.30, 0.00, 1.01, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0
8041, 1, 335.000, 0.98, 1, 0.00, 0.00, 0.44, 0.00, 0.33, 0.55, 0.49, 0.00, 0.64, 0.42, 0.10, 0.17, 0.41, 0.24, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8042, 0, 335.042, 0.93, 1, 0.38, 0.57, 1.07, 0.00, 0.01, 0.39, 0.24, 0.00, 0.16, 0.10, 1.02, 0.53, 0.00, 0.31, 0.00, 1.05, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0
8042, 1, 335.042, 0.98, 1, 0.00, 0.00, 0.09, 0.00, 0.31, 0.00, 0.59, 0.00, 0.67, 0.43, 0.17, 0.13, 0.51, 0.21, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8043, 0, 335.083, 0.93, 1, 0.08, 0.48, 1.21, 0.00, 0.00, 0.51, 0.23, 0.00, 0.20, 0.10, 1.02, 0.59, 0.00, 0.39, 0.00, 1.06, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0
8043, 1, 335.083, 0.98, 1, 0.00, 0.00, 0.15, 0.00, 0.25, 0.00, 0.65, 0.00, 0.55, 0.58, 0.16, 0.34, 0.45, 0.23, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8044, 0, 335.125, 0.93, 1, 0.08, 0.48, 1.13, 0.00, 0.00, 0.47, 0.36, 0.00, 0.21, 0.30, 1.04, 0.59, 0.00, 0.35, 0.00, 0.89, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0
8044, 1, 335.125, 0.98, 1, 0.00, 0.00, 0.24, 0.00, 0.27, 0.00, 0.65, 0.00, 0.55, 0.48, 0.19, 0.42, 0.40, 0.29, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8045, 0, 335.167, 0.93, 1, 0.00, 0.48, 1.00, 0.00, 0.03, 0.00, 0.22, 0.00, 0.21, 0.05, 0.99, 0.57, 0.00, 0.41, 0.00, 1.22, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0
8045, 1, 335.167, 0.98, 1, 0.00, 0.00, 0.35, 0.00, 0.25, 0.08, 0.64, 0.00, 0.60, 0.42, 0.08, 0.21, 0.41, 0.08, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8046, 0, 335.208, 0.98, 1, 0.51, 0.50, 1.23, 0.00, 0.15, 0.42, 0.18, 0.00, 0.24, 0.00, 1.29, 0.91, 0.00, 0.17, 0.00, 0.89, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0
8046, 1, 335.208, 0.98, 1, 0.00, 0.00, 0.21, 0.00, 0.30, 0.16, 0.53, 0.00, 0.59, 0.44, 0.16, 0.17, 0.43, 0.12, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8047, 0, 335.250, 0.98, 1, 0.08, 0.42, 0.94, 0.00, 0.17, 0.14, 0.12, 0.00, 0.35, 0.00, 1.28, 0.28, 0.00, 0.29, 0.00, 0.71, 0.00, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0
8047, 1, 335.250, 0.98, 1, 0.00, 0.00, 0.19, 0.00, 0.18, 0.10, 0.63, 0.00, 0.60, 0.38, 0.19, 0.12, 0.33, 0.11, 0.00, 0.07, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8048, 0, 335.292, 0.93, 1, 0.30, 0.78, 1.13, 0.00, 0.00, 0.18, 0.13, 0.00, 0.31, 0.00, 1.39, 0.60, 0.00, 0.22, 0.00, 0.66, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0
8048, 1, 335.292, 0.98, 1, 0.00, 0.00, 0.28, 0.00, 0.21, 0.00, 0.53, 0.00, 0.59, 0.47, 0.22, 0.15, 0.36, 0.10, 0.00, 0.02, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8049, 0, 335.333, 0.93, 1, 0.10, 0.73, 1.24, 0.00, 0.24, 0.38, 0.18, 0.00, 0.59, 0.00, 1.35, 0.29, 0.00, 0.00, 0.20, 0.56, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
8049, 1, 335.333, 0.98, 1, 0.00, 0.00, 0.12, 0.00, 0.04, 0.00, 0.40, 0.00, 0.45, 0.49, 0.25, 0.23, 0.29, 0.05, 0.00, 0.02, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8050, 0, 335.375, 0.98, 1, 0.13, 0.88, 1.13, 0.43, 0.46, 0.56, 0.27, 0.08, 0.72, 0.00, 1.11, 0.43, 0.00, 0.00, 0.69, 1.13, 0.00, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
8050, 1, 335.375, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.13, 0.00, 0.44, 0.00, 0.43, 0.66, 0.15, 0.19, 0.29, 0.06, 0.00, 0.12, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8051, 0, 335.417, 0.98, 1, 0.15, 0.79, 1.36, 0.28, 0.00, 0.68, 0.98, 0.08, 0.00, 0.00, 1.22, 0.65, 0.00, 0.00, 0.76, 1.98, 0.00, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0
8051, 1, 335.417, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.14, 0.00, 0.40, 0.00, 0.50, 0.53, 0.18, 0.36, 0.19, 0.27, 0.00, 0.09, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8052, 0, 335.458, 0.98, 1, 0.10, 0.66, 1.38, 0.26, 0.10, 0.70, 0.89, 0.00, 0.07, 0.00, 0.98, 0.38, 0.00, 0.11, 0.00, 1.85, 0.00, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
8052, 1, 335.458, 0.98, 1, 0.00, 0.00, 0.05, 0.00, 0.14, 0.00, 0.40, 0.00, 0.43, 0.43, 0.27, 0.38, 0.23, 0.10, 0.00, 0.27, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8053, 0, 335.500, 0.98, 1, 0.14, 0.42, 1.14, 0.23, 0.00, 0.18, 0.59, 0.00, 0.09, 0.19, 0.89, 0.18, 0.00, 0.02, 0.00, 1.17, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
8053, 1, 335.500, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.11, 0.00, 0.35, 0.00, 0.48, 0.50, 0.21, 0.29, 0.15, 0.12, 0.00, 0.19, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8054, 0, 335.542, 0.98, 1, 0.00, 0.50, 1.32, 0.50, 0.00, 0.67, 0.69, 0.00, 0.19, 0.13, 0.84, 0.34, 0.00, 0.05, 0.00, 1.18, 0.00, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0
8054, 1, 335.542, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.13, 0.00, 0.41, 0.00, 0.50, 0.50, 0.21, 0.31, 0.20, 0.18, 0.00, 0.13, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8055, 0, 335.583, 0.93, 1, 0.16, 0.39, 1.31, 0.02, 0.19, 0.34, 0.94, 0.25, 0.14, 0.00, 0.89, 0.17, 0.00, 0.00, 0.31, 0.96, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
8055, 1, 335.583, 0.98, 1, 0.00, 0.00, 0.07, 0.00, 0.11, 0.00, 0.38, 0.00, 0.52, 0.50, 0.22, 0.36, 0.19, 0.17, 0.00, 0.19, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8056, 0, 335.625, 0.93, 1, 0.00, 0.32, 1.40, 0.12, 0.04, 0.27, 1.10, 0.37, 0.14, 0.00, 0.87, 0.17, 0.00, 0.00, 0.68, 1.11, 0.00, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
8056, 1, 335.625, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.08, 0.00, 0.36, 0.00, 0.48, 0.41, 0.27, 0.29, 0.31, 0.14, 0.00, 0.13, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8057, 0, 335.667, 0.98, 1, 0.23, 0.48, 1.47, 0.80, 0.08, 0.80, 1.15, 0.22, 0.06, 0.12, 1.05, 0.44, 0.07, 0.00, 0.25, 1.79, 0.00, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
8057, 1, 335.667, 0.98, 1, 0.00, 0.00, 0.08, 0.00, 0.13, 0.00, 0.38, 0.00, 0.49, 0.50, 0.22, 0.32, 0.27, 0.16, 0.00, 0.12, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8058, 0, 335.708, 0.98, 1, 0.29, 0.56, 1.45, 0.17, 0.20, 0.84, 1.02, 0.19, 0.14, 0.18, 0.96, 0.27, 0.00, 0.00, 0.04, 1.72, 0.00, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
8058, 1, 335.708, 0.98, 1, 0.00, 0.00, 0.03, 0.00, 0.12, 0.00, 0.47, 0.00, 0.49, 0.40, 0.22, 0.28, 0.38, 0.06, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8059, 0, 335.750, 0.98, 1, 0.28, 0.58, 1.32, 0.19, 0.13, 0.26, 0.85, 0.00, 0.11, 0.08, 0.90, 0.16, 0.05, 0.15, 0.00, 2.01, 0.00, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0
8059, 1, 335.750, 0.98, 1, 0.00, 0.00, 0.05, 0.00, 0.20, 0.00, 0.43, 0.00, 0.50, 0.40, 0.25, 0.28, 0.48, 0.04, 0.00, 0.15, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8060, 0, 335.792, 0.98, 1, 0.46, 0.52, 1.30, 0.21, 0.19, 0.61, 1.07, 0.15, 0.15, 0.38, 0.59, 0.23, 0.40, 0.22, 0.26, 2.42, 0.00, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0
8060, 1, 335.792, 0.98, 1, 0.00, 0.00, 0.02, 0.00, 0.21, 0.00, 0.36, 0.00, 0.48, 0.29, 0.24, 0.26, 0.35, 0.13, 0.00, 0.22, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8061, 0, 335.833, 0.98, 1, 0.33, 0.54, 1.58, 0.27, 0.43, 0.49, 1.34, 0.60, 0.32, 0.30, 0.57, 0.07, 1.09, 0.00, 1.10, 1.84, 0.00, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0
8061, 1, 335.833, 0.98, 1, 0.00, 0.00, 0.05, 0.00, 0.22, 0.00, 0.40, 0.00, 0.54, 0.38, 0.13, 0.22, 0.31, 0.09, 0.00, 0.22, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8062, 0, 335.875, 0.98, 1, 0.24, 0.39, 1.60, 0.00, 0.42, 0.44, 1.30, 0.78, 0.36, 0.39, 0.56, 0.11, 0.85, 0.00, 1.01, 1.76, 0.00, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0
8062, 1, 335.875, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.16, 0.00, 0.33, 0.00, 0.52, 0.51, 0.14, 0.23, 0.46, 0.14, 0.00, 0.08, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8063, 0, 335.917, 0.98, 1, 0.20, 0.41, 1.58, 0.24, 0.41, 0.37, 1.22, 0.43, 0.30, 0.66, 0.66, 0.15, 0.96, 0.00, 0.47, 1.54, 0.00, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0
8063, 1, 335.917, 0.98, 1, 0.00, 0.00, 0.06, 0.00, 0.15, 0.00, 0.45, 0.00, 0.52, 0.31, 0.24, 0.29, 0.22, 0.10, 0.00, 0.13, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8064, 0, 335.958, 0.98, 1, 0.40, 0.31, 1.67, 0.00, 0.62, 0.31, 1.13, 0.23, 0.47, 0.75, 0.88, 0.24, 0.98, 0.00, 0.11, 1.18, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0
8064, 1, 335.958, 0.98, 1, 0.00, 0.00, 0.25, 0.00, 0.18, 0.08, 0.52, 0.00, 0.60, 0.56, 0.18, 0.26, 0.30, 0.14, 0.00, 0.19, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8065, 0, 336.000, 0.98, 1, 0.46, 0.48, 1.47, 0.00, 0.67, 0.43, 1.17, 0.19, 0.55, 0.80, 1.11, 0.59, 0.96, 0.00, 0.00, 0.70, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8065, 1, 336.000, 0.98, 1, 0.00, 0.00, 0.05, 0.00, 0.16, 0.00, 0.42, 0.00, 0.54, 0.39, 0.24, 0.23, 0.18, 0.19, 0.00, 0.07, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8066, 0, 336.042, 0.98, 1, 0.53, 0.39, 1.65, 0.00, 0.63, 0.71, 1.10, 0.31, 0.59, 0.93, 1.00, 0.76, 0.88, 0.00, 0.00, 0.63, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8066, 1, 336.042, 0.98, 1, 0.00, 0.00, 0.19, 0.00, 0.30, 0.36, 0.42, 0.00, 0.59, 0.52, 0.22, 0.18, 0.16, 0.12, 0.00, 0.02, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8067, 0, 336.083, 0.98, 1, 0.44, 0.34, 1.50, 0.00, 0.64, 0.41, 1.15, 0.29, 0.67, 0.79, 1.05, 0.48, 0.87, 0.00, 0.00, 0.80, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8067, 1, 336.083, 0.98, 1, 0.00, 0.00, 0.27, 0.00, 0.28, 0.08, 0.40, 0.00, 0.65, 0.43, 0.15, 0.08, 0.19, 0.12, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
8068, 0, 336.125, 0.98, 1, 0.45, 0.46, 1.63, 0.00, 0.65, 0.60, 1.00, 0.24, 0.59, 0.75, 1.04, 0.58, 0.95, 0.00, 0.00, 0.65, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
