frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
36, 0, 1.458, 0.98, 1, 0.00, 0.00, 1.19, 0.00, 2.10, 1.62, 0.78, 2.08, 3.24, 2.36, 0.00, 0.00, 0.42, 0.03, 2.25, 0.31, 0.62, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
36, 1, 1.458, 0.98, 1, 0.00, 0.00, 1.22, 0.00, 0.67, 1.26, 1.29, 0.00, 0.05, 0.20, 1.37, 1.00, 0.28, 0.06, 0.00, 0.00, 0.07, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
37, 0, 1.500, 0.98, 1, 0.00, 0.00, 0.96, 0.00, 2.10, 1.35, 0.97, 2.21, 3.32, 2.55, 0.00, 0.00, 0.30, 0.02, 2.66, 0.72, 1.28, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
37, 1, 1.500, 0.98, 1, 0.00, 0.00, 1.35, 0.00, 0.67, 1.34, 1.35, 0.00, 0.11, 0.19, 1.36, 0.92, 0.29, 0.03, 0.00, 0.00, 0.05, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
38, 0, 1.542, 0.98, 1, 0.00, 0.00, 1.36, 0.00, 1.90, 1.66, 1.04, 2.14, 3.17, 2.35, 0.07, 0.00, 0.41, 0.09, 2.68, 0.61, 1.20, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0
38, 1, 1.542, 0.98, 1, 0.00, 0.00, 1.45, 0.00, 0.70, 1.41, 1.31, 0.00, 0.07, 0.09, 1.38, 0.91, 0.41, 0.00, 0.00, 0.00, 0.01, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
39, 0, 1.583, 0.98, 1, 0.00, 0.00, 1.58, 0.00, 2.05, 2.03, 1.39, 2.20, 3.05, 2.58, 0.02, 0.00, 0.48, 0.18, 2.58, 0.69, 0.82, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0
39, 1, 1.583, 0.98, 1, 0.00, 0.00, 1.46, 0.00, 0.75, 1.57, 1.54, 0.00, 0.20, 0.26, 1.37, 0.95, 0.58, 0.09, 0.00, 0.00, 0.00, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
40, 0, 1.625, 0.98, 1, 0.00, 0.00, 1.35, 0.00, 1.95, 1.69, 1.24, 1.93, 2.92, 2.37, 0.00, 0.00, 0.34, 0.14, 2.48, 0.53, 0.49, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0
40, 1, 1.625, 0.98, 1, 0.00, 0.00, 1.56, 0.00, 0.78, 1.72, 1.60, 0.00, 0.27, 0.23, 1.34, 0.88, 0.48, 0.03, 0.00, 0.00, 0.00, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
41, 0, 1.667, 0.98, 1, 0.00, 0.00, 1.16, 0.00, 1.66, 1.63, 1.08, 1.36, 2.68, 1.83, 0.09, 0.00, 0.38, 0.14, 2.24, 0.66, 0.11, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0
41, 1, 1.667, 0.98, 1, 0.00, 0.00, 1.36, 0.00, 0.72, 1.86, 1.53, 0.00, 0.20, 0.13, 1.37, 0.86, 0.37, 0.00, 0.00, 0.00, 0.00, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
42, 0, 1.708, 0.98, 1, 0.00, 0.00, 1.08, 0.00, 1.51, 1.67, 1.03, 1.39, 2.52, 1.48, 0.01, 0.00, 0.63, 0.06, 1.91, 0.72, 0.06, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
42, 1, 1.708, 0.98, 1, 0.00, 0.00, 1.36, 0.00, 0.79, 1.82, 1.55, 0.00, 0.21, 0.21, 1.34, 0.90, 0.30, 0.00, 0.00, 0.00, 0.00, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
43, 0, 1.750, 0.98, 1, 0.00, 0.00, 1.00, 0.00, 1.36, 1.79, 1.07, 1.35, 2.20, 1.61, 0.10, 0.00, 0.62, 0.21, 1.64, 0.64, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0
43, 1, 1.750, 0.98, 1, 0.00, 0.00, 1.45, 0.00, 0.82, 1.92, 1.57, 0.00, 0.28, 0.25, 1.31, 0.78, 0.36, 0.00, 0.00, 0.00, 0.00, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
44, 0, 1.792, 0.98, 1, 0.00, 0.00, 0.84, 0.00, 1.19, 1.30, 0.99, 1.33, 2.20, 1.76, 0.19, 0.00, 0.73, 0.33, 1.44, 0.58, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0
44, 1, 1.792, 0.98, 1, 0.00, 0.00, 1.48, 0.00, 0.87, 1.94, 1.54, 0.00, 0.31, 0.32, 1.29, 0.78, 0.35, 0.00, 0.00, 0.00, 0.00, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
45, 0, 1.833, 0.98, 1, 0.00, 0.00, 0.86, 0.00, 1.19, 1.39, 0.98, 1.18, 2.18, 1.83, 0.25, 0.00, 0.97, 0.40, 1.22, 0.39, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0
45, 1, 1.833, 0.98, 1, 0.00, 0.00, 1.49, 0.00, 0.83, 2.03, 1.56, 0.00, 0.30, 0.14, 1.30, 0.79, 0.37, 0.00, 0.00, 0.00, 0.00, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
46, 0, 1.875, 0.98, 1, 0.00, 0.00, 0.78, 0.00, 1.11, 1.43, 1.09, 0.91, 1.93, 1.99, 0.49, 0.34, 1.12, 0.62, 0.75, 0.18, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0
46, 1, 1.875, 0.98, 1, 0.00, 0.00, 1.54, 0.00, 0.84, 1.87, 1.55, 0.00, 0.31, 0.17, 1.40, 0.86, 0.46, 0.02, 0.00, 0.00, 0.00, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
47, 0, 1.917, 0.98, 1, 0.00, 0.00, 0.82, 0.00, 0.81, 1.43, 1.23, 0.75, 1.45, 1.94, 0.76, 0.49, 1.07, 0.50, 0.27, 0.12, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0
47, 1, 1.917, 0.98, 1, 0.00, 0.00, 1.57, 0.00, 0.85, 2.08, 1.54, 0.00, 0.29, 0.29, 1.29, 0.73, 0.50, 0.00, 0.00, 0.02, 0.00, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
48, 0, 1.958, 0.98, 1, 0.00, 0.00, 0.62, 0.00, 0.78, 1.45, 1.22, 0.72, 1.39, 1.74, 0.57, 0.16, 1.10, 0.30, 0.72, 0.71, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0
48, 1, 1.958, 0.98, 1, 0.00, 0.00, 1.42, 0.00, 0.75, 2.02, 1.49, 0.00, 0.36, 0.25, 1.25, 0.67, 0.43, 0.00, 0.00, 0.00, 0.00, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
49, 0, 2.000, 0.98, 1, 0.00, 0.00, 0.95, 0.00, 0.94, 1.70, 1.27, 0.72, 1.41, 1.72, 0.69, 0.24, 1.30, 0.12, 1.00, 0.79, 0.30, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0
49, 1, 2.000, 0.98, 1, 0.00, 0.00, 1.57, 0.00, 0.89, 1.69, 1.46, 0.00, 0.30, 0.17, 1.27, 0.68, 0.57, 0.06, 0.00, 0.00, 0.00, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
50, 0, 2.042, 0.98, 1, 0.00, 0.00, 0.47, 0.41, 0.70, 1.06, 0.93, 1.08, 1.66, 1.51, 0.77, 0.00, 1.24, 0.01, 1.10, 0.64, 1.54, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0
50, 1, 2.042, 0.98, 1, 0.00, 0.00, 1.48, 0.00, 0.95, 1.36, 1.45, 0.00, 0.42, 0.35, 1.34, 0.81, 0.49, 0.00, 0.00, 0.02, 0.00, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
51, 0, 2.083, 0.98, 1, 0.00, 0.00, 0.62, 0.00, 1.12, 2.14, 1.35, 1.05, 1.83, 1.71, 0.73, 0.00, 1.07, 0.09, 1.26, 0.65, 1.21, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0
51, 1, 2.083, 0.98, 1, 0.00, 0.00, 1.51, 0.00, 0.94, 1.42, 1.38, 0.00, 0.44, 0.15, 1.32, 0.73, 0.49, 0.00, 0.00, 0.00, 0.00, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
52, 0, 2.125, 0.98, 1, 0.00, 0.00, 0.68, 0.00, 0.79, 1.63, 1.08, 1.06, 1.75, 1.74, 0.71, 0.00, 0.77, 0.06, 1.17, 0.76, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0
52, 1, 2.125, 0.98, 1, 0.00, 0.00, 1.57, 0.00, 0.97, 1.41, 1.45, 0.00, 0.38, 0.33, 1.42, 0.73, 0.51, 0.00, 0.00, 0.00, 0.00, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
53, 0, 2.167, 0.98, 1, 0.00, 0.00, 0.59, 0.00, 0.93, 1.02, 1.14, 0.73, 1.68, 1.73, 0.52, 0.03, 1.00, 0.15, 1.15, 0.45, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0
53, 1, 2.167, 0.98, 1, 0.00, 0.00, 1.21, 0.00, 0.64, 0.65, 1.19, 0.00, 0.48, 0.00, 1.28, 0.71, 0.41, 0.00, 0.00, 0.04, 1.58, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
54, 0, 2.208, 0.98, 1, 0.00, 0.00, 1.08, 0.00, 0.88, 0.73, 1.17, 0.70, 1.70, 1.72, 0.54, 0.00, 0.86, 0.16, 1.15, 0.42, 0.00, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0
54, 1, 2.208, 0.98, 1, 0.00, 0.00, 1.13, 0.00, 0.46, 0.53, 0.99, 0.00, 0.51, 0.02, 1.26, 0.66, 0.80, 0.00, 0.00, 0.00, 1.81, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
55, 0, 2.250, 0.98, 1, 0.00, 0.00, 0.90, 0.00, 0.93, 0.90, 1.57, 0.91, 1.65, 1.67, 0.56, 0.00, 0.46, 0.00, 1.60, 0.74, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
55, 1, 2.250, 0.98, 1, 0.00, 0.00, 1.48, 0.00, 0.70, 0.73, 1.28, 0.00, 0.45, 0.21, 1.31, 0.96, 0.37, 0.00, 0.00, 0.02, 1.40, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
56, 0, 2.292, 0.98, 1, 0.00, 0.00, 1.22, 0.00, 0.93, 1.16, 1.70, 0.97, 1.53, 1.71, 0.57, 0.00, 0.46, 0.00, 1.85, 1.16, 0.00, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
56, 1, 2.292, 0.98, 1, 0.00, 0.00, 1.81, 0.00, 0.76, 1.47, 1.45, 0.00, 0.43, 0.07, 1.36, 0.74, 0.44, 0.00, 0.00, 0.00, 1.00, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
57, 0, 2.333, 0.98, 1, 0.00, 0.00, 1.20, 0.00, 1.07, 1.08, 1.50, 0.86, 1.56, 1.58, 0.48, 0.00, 0.80, 0.00, 1.57, 1.24, 0.00, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
57, 1, 2.333, 0.98, 1, 0.00, 0.00, 1.62, 0.00, 0.81, 1.22, 1.41, 0.00, 0.39, 0.05, 1.30, 0.71, 0.73, 0.00, 0.00, 0.00, 0.31, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
58, 0, 2.375, 0.98, 1, 0.00, 0.00, 0.92, 0.00, 1.08, 0.84, 1.44, 0.92, 1.65, 1.79, 0.39, 0.00, 0.84, 0.21, 1.32, 0.94, 0.00, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
58, 1, 2.375, 0.98, 1, 0.00, 0.00, 1.59, 0.00, 0.84, 1.44, 1.34, 0.00, 0.43, 0.15, 1.33, 0.66, 0.49, 0.00, 0.00, 0.00, 0.14, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
59, 0, 2.417, 0.98, 1, 0.00, 0.00, 1.14, 0.00, 0.99, 1.09, 1.53, 0.64, 1.58, 1.80, 0.42, 0.00, 0.92, 0.19, 1.18, 0.75, 0.00, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
59, 1, 2.417, 0.98, 1, 0.00, 0.00, 1.52, 0.00, 0.84, 1.74, 1.36, 0.06, 0.43, 0.28, 1.34, 0.65, 0.44, 0.00, 0.00, 0.00, 0.08, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
60, 0, 2.458, 0.98, 1, 0.00, 0.00, 1.07, 0.00, 0.84, 0.63, 1.42, 0.46, 1.57, 1.69, 0.54, 0.00, 0.84, 0.10, 0.96, 0.36, 0.00, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
60, 1, 2.458, 0.98, 1, 0.00, 0.00, 1.51, 0.00, 0.83, 1.57, 1.47, 0.00, 0.34, 0.27, 1.28, 0.84, 0.56, 0.00, 0.00, 0.04, 0.00, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
61, 0, 2.500, 0.98, 1, 0.00, 0.00, 0.83, 0.00, 0.76, 0.68, 1.45, 0.28, 1.25, 1.68, 0.36, 0.09, 1.15, 0.31, 0.36, 0.37, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
61, 1, 2.500, 0.98, 1, 0.00, 0.00, 1.60, 0.00, 0.81, 1.62, 1.49, 0.00, 0.35, 0.10, 1.35, 0.65, 0.54, 0.00, 0.00, 0.05, 0.00, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
62, 0, 2.542, 0.98, 1, 0.00, 0.00, 1.00, 0.00, 0.62, 0.75, 1.76, 0.48, 0.88, 1.92, 0.64, 0.64, 1.21, 0.43, 0.00, 0.38, 0.00, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0
62, 1, 2.542, 0.98, 1, 0.00, 0.00, 1.76, 0.00, 0.90, 1.86, 1.49, 0.00, 0.37, 0.25, 1.31, 0.76, 0.58, 0.05, 0.00, 0.07, 0.00, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
63, 0, 2.583, 0.98, 1, 0.00, 0.00, 1.04, 0.00, 0.50, 0.56, 1.59, 0.37, 0.89, 1.61, 0.89, 0.00, 0.59, 0.05, 0.32, 0.46, 0.00, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
63, 1, 2.583, 0.98, 1, 0.00, 0.00, 1.44, 0.00, 0.89, 1.70, 1.49, 0.00, 0.49, 0.19, 1.32, 0.69, 0.61, 0.00, 0.00, 0.08, 1.16, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
64, 0, 2.625, 0.98, 1, 0.00, 0.00, 0.99, 0.00, 0.43, 0.46, 1.49, 0.41, 0.89, 1.41, 1.04, 0.00, 0.57, 0.00, 0.70, 0.59, 0.00, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
64, 1, 2.625, 0.93, 1, 0.00, 0.00, 0.97, 0.00, 0.38, 0.05, 1.12, 0.00, 0.56, 0.00, 1.27, 0.66, 0.66, 0.00, 0.00, 0.00, 2.15, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
65, 0, 2.667, 0.98, 1, 0.00, 0.00, 0.94, 0.00, 0.58, 0.98, 1.59, 0.74, 1.26, 1.26, 1.00, 0.00, 0.71, 0.00, 1.51, 0.97, 1.57, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0
65, 1, 2.667, 0.93, 1, 0.00, 0.00, 0.91, 0.00, 0.38, 0.00, 0.85, 0.00, 0.48, 0.00, 1.26, 0.53, 0.71, 0.00, 0.00, 0.17, 1.73, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
66, 0, 2.708, 0.98, 1, 0.00, 0.00, 0.94, 0.00, 0.77, 1.48, 1.81, 0.94, 1.27, 1.34, 0.94, 0.00, 0.63, 0.00, 1.42, 0.90, 1.43, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0
66, 1, 2.708, 0.98, 1, 0.00, 0.00, 1.16, 0.00, 0.42, 0.24, 1.01, 0.00, 0.42, 0.00, 1.25, 0.62, 0.62, 0.00, 0.00, 0.02, 1.82, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
67, 0, 2.750, 0.98, 1, 0.00, 0.00, 0.97, 0.00, 0.60, 1.09, 1.61, 0.55, 1.18, 1.50, 0.83, 0.00, 0.67, 0.00, 1.21, 0.51, 0.10, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0
67, 1, 2.750, 0.98, 1, 0.00, 0.00, 1.39, 0.00, 0.73, 0.94, 1.31, 0.00, 0.37, 0.01, 1.24, 0.71, 0.48, 0.00, 0.00, 0.10, 1.31, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
68, 0, 2.792, 0.98, 1, 0.00, 0.00, 1.01, 0.00, 0.62, 0.72, 1.49, 0.64, 1.17, 1.68, 0.74, 0.00, 0.66, 0.01, 0.97, 0.79, 0.00, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
68, 1, 2.792, 0.98, 1, 0.00, 0.00, 1.78, 0.00, 0.90, 1.47, 1.67, 0.00, 0.33, 0.15, 1.31, 0.71, 0.52, 0.00, 0.00, 0.00, 0.80, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
69, 0, 2.833, 0.98, 1, 0.00, 0.00, 0.91, 0.00, 0.34, 0.54, 1.25, 0.52, 1.24, 1.50, 0.61, 0.00, 0.82, 0.08, 0.79, 0.51, 0.00, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
69, 1, 2.833, 0.98, 1, 0.00, 0.00, 1.75, 0.00, 0.78, 1.24, 1.40, 0.00, 0.46, 0.08, 1.35, 0.70, 0.65, 0.12, 0.00, 0.04, 0.34, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
70, 0, 2.875, 0.98, 1, 0.00, 0.00, 0.88, 0.00, 0.58, 0.54, 1.45, 0.49, 1.25, 1.47, 0.65, 0.00, 0.84, 0.11, 0.66, 0.47, 0.00, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0
70, 1, 2.875, 0.98, 1, 0.00, 0.00, 1.74, 0.00, 0.76, 1.73, 1.47, 0.00, 0.38, 0.00, 1.30, 0.70, 0.43, 0.06, 0.00, 0.09, 0.00, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
71, 0, 2.917, 0.98, 1, 0.00, 0.00, 0.86, 0.00, 0.57, 0.79, 1.53, 0.50, 1.16, 1.63, 0.76, 0.03, 0.78, 0.04, 0.46, 0.30, 0.00, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
